timestamp,left,right
2021-05-10 21:28:54.5, 85.00,90
2021-05-10 21:28:54.6, 85.00,90
2021-05-10 21:28:54.7, 85.00,90
2021-05-10 21:28:54.8, 85.00,90
2021-05-10 21:28:54.9, 85.00,90
2021-05-10 21:28:55.0, 85.00,90
2021-05-10 21:28:55.1, 85.00,90
2021-05-10 21:28:55.2, 85.00,90
2021-05-10 21:28:55.3, 85.00,90
2021-05-10 21:28:55.4, 85.00,90
2021-05-10 21:28:55.5, 85.00,90
2021-05-10 21:28:55.6, 85.00,90
2021-05-10 21:28:55.7, 85.00,90
2021-05-10 21:28:55.8, 85.00,90
2021-05-10 21:28:55.9, 85.00,90
2021-05-10 21:28:56.0, 85.00,90
2021-05-10 21:28:56.1, 85.00,90
2021-05-10 21:28:56.2, 85.00,90
2021-05-10 21:28:56.3, 85.00,90
2021-05-10 21:28:56.4, 85.00,90
2021-05-10 21:28:56.6, 85.00,90
2021-05-10 21:28:56.7, 85.00,90
2021-05-10 21:28:56.8, 85.00,90
2021-05-10 21:28:56.9, 85.00,90
2021-05-10 21:28:57.0, 85.00,90
2021-05-10 21:28:57.1, 85.00,90
2021-05-10 21:28:57.2, 85.00,90
2021-05-10 21:28:57.3, 85.00,90
2021-05-10 21:28:57.4, 85.00,90
2021-05-10 21:28:57.5, 85.00,90
2021-05-10 21:28:57.6, 85.00,90
2021-05-10 21:28:57.7, 85.00,90
2021-05-10 21:28:57.8, 85.00,90
2021-05-10 21:28:57.9, 85.00,90
2021-05-10 21:28:58.0, 85.00,90
2021-05-10 21:28:58.1, 85.00,90
2021-05-10 21:28:58.2, 85.00,90
2021-05-10 21:28:58.3, 85.00,90
2021-05-10 21:28:58.4, 85.00,90
2021-05-10 21:28:58.5, 85.00,90
2021-05-10 21:28:58.6, 85.00,90
2021-05-10 21:28:58.7, 85.00,90
2021-05-10 21:28:58.8, 85.00,90
2021-05-10 21:28:58.9, 85.00,90
2021-05-10 21:28:59.0, 85.00,90
2021-05-10 21:28:59.1, 85.00,90
2021-05-10 21:28:59.2, 85.00,90
2021-05-10 21:28:59.3, 85.00,90
2021-05-10 21:28:59.4, 85.00,90
2021-05-10 21:28:59.5, 85.00,90
2021-05-10 21:28:59.6, 85.00,90
2021-05-10 21:28:59.7, 85.00,90
2021-05-10 21:28:59.9, 85.00,90
2021-05-10 21:29:00.0, 85.00,90
2021-05-10 21:29:00.1, 85.00,90
2021-05-10 21:29:00.2, 85.00,90
2021-05-10 21:29:00.3, 85.00,90
2021-05-10 21:29:00.4, 85.00,90
2021-05-10 21:29:00.5, 85.00,90
2021-05-10 21:29:00.6, 85.00,90
2021-05-10 21:29:00.7, 85.00,90
2021-05-10 21:29:00.8, 85.00,90
2021-05-10 21:29:00.9, 85.00,90
2021-05-10 21:29:01.0, 85.00,90
2021-05-10 21:29:01.1, 85.00,90
2021-05-10 21:29:01.2, 85.00,90
2021-05-10 21:29:01.3, 85.00,90
2021-05-10 21:29:01.4, 85.00,90
2021-05-10 21:29:01.5, 85.00,90
2021-05-10 21:29:01.6, 85.00,90
2021-05-10 21:29:01.7, 85.00,90
2021-05-10 21:29:01.8, 85.00,90
2021-05-10 21:29:01.9, 85.00,90
2021-05-10 21:29:02.0, 85.00,90
2021-05-10 21:29:02.1, 85.00,90
2021-05-10 21:29:02.3, 85.00,90
2021-05-10 21:29:02.4, 85.00,90
